feature,importance
P_2_mean,0.08472269
P_2_min,0.03381108
B_37_last,0.018577367
D_48_last,0.01824644
B_2_sum,0.011121489
D_44_mean,0.008961327
B_18_last,0.008284803
B_2_last,0.0076868962
D_111_min,0.006287632
P_2_last,0.005331641
R_3_mean,0.0052671605
D_42_min,0.0048797885
R_1_mean,0.0048765345
D_51_sum,0.0047334894
D_42_max,0.0044441437
B_7_last,0.0038977796
S_3_mean,0.0037163522
B_23_last,0.0028554713
R_1_last,0.0027856585
R_2_last,0.0026891402
D_106_mean,0.002682451
D_50_sum,0.0025022475
R_27_mean,0.0024567968
D_49_last,0.0024470885
P_3_last,0.0024282418
D_39_last,0.0023057456
D_43_mean,0.002270858
D_41_last,0.0022673465
B_8_min,0.0022351947
B_4_sum,0.0022070976
D_44_max,0.0021453016
D_45_max,0.0021107674
D_49_mean,0.0021048563
D_46_last,0.0019321261
B_4_last,0.0019213741
D_61_sum,0.0018996516
D_66_nan_mean,0.0018937188
B_3_last,0.0018829949
D_44_last,0.0018563336
S_7_min,0.001854872
B_11_last,0.0018389814
D_50_min,0.0018365165
B_5_sum,0.0018068143
D_66_1.0_sum,0.0018063411
R_14_max,0.0017860455
R_26_last,0.0017466208
S_26_sum,0.0017430543
S_25_last,0.0017312329
D_42_mean,0.0017060973
D_50_max,0.0016937733
S_13_sum,0.0016553756
D_52_min,0.0016061884
D_122_min,0.0016052279
R_11_sum,0.0015909333
D_112_last,0.0015897247
S_3_max,0.0015771808
D_139_last,0.0015733097
P_2_max,0.001568412
D_120_1.0_mean,0.0015653075
R_15_sum,0.0015351134
D_73_max,0.0015213417
D_135_min,0.001515157
D_105_max,0.001512872
S_15_max,0.0015053112
S_24_last,0.0015044363
D_43_last,0.0015005533
S_3_last,0.0014997653
S_23_mean,0.0014947492
R_3_max,0.0014946305
D_39_max,0.0014785363
R_13_max,0.0014762445
D_127_sum,0.0014426291
D_105_mean,0.0014207255
D_47_max,0.0014199099
S_16_sum,0.0014102857
B_9_last,0.0014028717
B_26_max,0.0013978262
R_9_last,0.0013952525
B_17_last,0.0013944283
S_26_max,0.0013894746
B_13_max,0.0013834019
B_29_last,0.001380809
B_6_min,0.0013782169
B_26_last,0.0013689814
D_127_mean,0.0013402803
B_17_sum,0.0013360024
P_2_sum,0.0013331762
R_25_sum,0.0013317275
D_103_mean,0.0013143138
D_117_6.0_sum,0.0013115797
D_110_max,0.0012978269
D_138_last,0.0012960389
D_126_nan_sum,0.001294401
S_15_sum,0.0012892784
B_1_sum,0.0012853871
B_18_sum,0.0012819481
D_83_sum,0.0012705007
D_136_min,0.0012687776
D_130_min,0.0012652149
B_24_max,0.0012476263
D_42_sum,0.0012440822
D_118_min,0.0012413696
B_12_last,0.0012338215
B_40_last,0.0012326767
D_54_min,0.0012301224
D_59_max,0.0012244148
R_21_max,0.0012213718
S_9_mean,0.0012206127
D_54_mean,0.0012205592
B_10_max,0.0012203226
D_56_max,0.0012196113
D_78_last,0.0012191407
D_55_last,0.0012172891
D_134_last,0.0012159253
D_138_mean,0.0012122276
D_69_min,0.001210697
D_78_sum,0.0012055363
D_39_min,0.0012051179
D_125_sum,0.001203389
D_55_min,0.0012033875
D_82_mean,0.0011994889
B_1_last,0.001199323
B_41_max,0.0011966537
D_58_min,0.0011956868
B_3_sum,0.0011788295
S_11_mean,0.0011777631
B_37_max,0.0011770892
B_38_3.0_mean,0.0011762884
D_62_min,0.0011739642
R_7_min,0.0011737368
B_3_max,0.0011715745
D_75_last,0.001170025
D_65_last,0.0011671179
B_29_max,0.0011633958
B_5_last,0.001162477
B_4_max,0.001162001
D_129_sum,0.0011617859
D_77_sum,0.001160693
B_4_mean,0.0011589639
D_76_min,0.0011589201
D_84_mean,0.0011578999
D_81_max,0.0011462859
D_59_mean,0.0011448028
D_46_mean,0.0011384084
D_129_last,0.0011383522
D_123_mean,0.0011381992
D_140_last,0.0011301034
D_50_mean,0.0011289796
B_14_min,0.0011280057
D_59_sum,0.0011263874
S_15_min,0.0011250436
D_117_5.0_mean,0.0011219503
R_5_sum,0.0011218056
R_2_max,0.0011211653
D_47_sum,0.0011207922
D_106_min,0.001119285
D_54_last,0.0011187259
R_28_min,0.0011179156
R_2_sum,0.0011161389
B_28_min,0.001114702
R_18_sum,0.0011130299
R_9_min,0.0011113823
D_137_max,0.0011108555
S_20_mean,0.0011053296
D_73_mean,0.0010968252
S_15_mean,0.0010955371
S_7_max,0.001095343
D_81_sum,0.0010913794
B_11_sum,0.0010911679
R_25_min,0.0010872894
B_38_4.0_mean,0.001086729
D_131_last,0.0010853658
B_1_max,0.0010834653
D_82_sum,0.001080077
B_28_mean,0.0010758508
D_107_min,0.0010732206
D_125_max,0.0010698735
D_49_max,0.0010650366
D_130_max,0.001062275
D_125_last,0.0010593561
D_71_min,0.001057965
R_4_max,0.0010561621
D_45_min,0.0010541327
D_125_min,0.001052801
S_8_mean,0.0010527245
D_143_mean,0.0010525037
R_20_sum,0.001048425
B_10_last,0.0010473056
B_5_min,0.0010468056
D_117_6.0_mean,0.0010460273
D_121_min,0.0010447635
D_131_max,0.0010437927
D_72_sum,0.0010413013
B_12_min,0.0010410083
D_132_max,0.0010407685
B_26_mean,0.0010345929
R_4_min,0.0010341019
D_92_last,0.0010303762
P_4_sum,0.0010299735
B_40_max,0.0010294762
B_8_max,0.0010289627
D_124_max,0.0010280139
D_84_sum,0.0010278343
D_73_last,0.0010268514
D_76_max,0.0010258964
D_102_min,0.001024969
D_102_max,0.0010226498
S_9_max,0.0010224638
B_26_min,0.0010207794
D_138_min,0.0010188004
S_22_mean,0.0010135951
D_89_mean,0.0010121012
D_124_sum,0.0010114656
D_55_sum,0.0010109151
B_41_mean,0.0010073993
B_25_min,0.0010051682
D_65_max,0.0010050144
D_82_min,0.0010045088
B_15_min,0.0010033741
B_32_min,0.001002157
S_12_sum,0.0010013693
S_11_max,0.0010011771
D_60_last,0.0010008275
D_58_max,0.001000702
B_23_sum,0.0009971277
S_6_last,0.0009946042
D_91_mean,0.0009944993
B_38_6.0_mean,0.0009939226
D_43_max,0.0009936622
B_3_min,0.0009935889
D_82_max,0.0009926179
R_19_min,0.0009911605
D_133_mean,0.0009908535
D_105_sum,0.0009895299
D_103_last,0.0009886015
D_75_min,0.0009882639
B_25_last,0.0009874504
D_112_mean,0.0009874138
S_19_max,0.0009860669
S_25_max,0.0009859304
B_25_mean,0.0009856218
D_72_max,0.0009852987
B_33_sum,0.0009843583
D_76_last,0.0009815831
B_36_mean,0.0009815056
D_54_max,0.0009810599
R_12_min,0.0009810468
D_56_sum,0.0009809865
D_71_sum,0.0009803833
B_17_min,0.000980239
D_91_last,0.0009799264
D_118_max,0.0009783575
B_14_max,0.0009781109
S_13_min,0.0009767528
D_142_max,0.00097301236
D_71_last,0.0009713631
B_24_last,0.00096912595
D_60_sum,0.0009674859
D_91_sum,0.0009665613
D_56_mean,0.0009657563
S_9_min,0.00096512714
D_121_last,0.0009648836
S_12_last,0.00096427696
D_41_min,0.00096416246
D_91_min,0.000961684
S_12_min,0.0009594144
S_8_sum,0.0009588334
D_139_min,0.0009584411
D_125_mean,0.0009571043
B_15_max,0.00095525
D_70_mean,0.0009544174
B_33_mean,0.00095397286
D_127_last,0.00095323764
S_16_mean,0.00095243513
B_20_max,0.0009511133
D_128_last,0.00095096574
R_23_mean,0.0009497391
R_23_sum,0.000949364
D_50_last,0.00094912533
D_117_3.0_mean,0.0009473409
B_13_mean,0.0009469402
B_21_max,0.00094654504
D_42_last,0.00094631716
D_74_min,0.0009461048
B_10_sum,0.00094559806
B_25_max,0.00094532914
D_71_mean,0.0009452343
B_33_last,0.0009447976
D_62_max,0.00094404496
D_80_min,0.00094336434
B_4_min,0.0009429296
D_69_max,0.0009426319
D_104_min,0.00094239425
B_33_max,0.0009416741
B_18_min,0.00094148115
R_24_mean,0.00094141986
S_18_sum,0.0009392391
S_20_sum,0.0009381294
D_77_max,0.0009380991
S_5_mean,0.0009370885
D_61_max,0.000935578
D_136_last,0.0009348877
S_27_min,0.0009348476
D_123_last,0.0009343354
D_71_max,0.0009329153
S_15_last,0.0009326481
B_13_min,0.0009315512
D_118_mean,0.000931452
S_18_last,0.0009312647
D_51_max,0.00093111326
D_75_mean,0.00093110604
D_130_mean,0.000930837
D_58_mean,0.0009299925
R_5_min,0.0009287505
D_52_last,0.0009285051
D_94_last,0.00092821894
D_135_mean,0.00092780805
B_37_min,0.0009272495
D_135_max,0.0009271427
D_119_min,0.0009259476
R_12_mean,0.0009257064
R_13_sum,0.0009252631
S_6_sum,0.00092343014
D_53_mean,0.0009222554
B_39_max,0.0009221497
D_143_min,0.0009221428
D_137_min,0.00092159194
D_70_sum,0.0009202011
R_15_last,0.00091977016
D_129_max,0.00091854477
D_75_sum,0.0009183296
D_132_last,0.0009177305
D_123_sum,0.00091654784
B_38_5.0_mean,0.0009146016
R_16_max,0.0009145029
D_137_sum,0.0009142779
D_83_min,0.0009122737
D_134_mean,0.00091114215
D_80_last,0.0009098127
R_7_last,0.0009090249
R_13_min,0.0009078745
D_68_4.0_mean,0.0009077491
B_10_min,0.0009062314
R_22_last,0.0009041557
D_123_max,0.00090289203
D_80_mean,0.0009021171
B_27_min,0.0009019884
B_21_min,0.00090066955
D_51_last,0.0008994731
D_61_last,0.0008990349
R_5_last,0.00089889584
S_8_max,0.00089755235
D_96_mean,0.0008975207
R_1_max,0.00089633616
D_62_mean,0.0008961459
D_92_mean,0.0008959083
B_2_max,0.0008947447
S_22_max,0.00089293934
R_3_sum,0.0008928053
D_92_max,0.0008923936
B_15_mean,0.0008920968
R_15_max,0.00089163013
B_38_6.0_sum,0.0008903968
S_25_sum,0.0008898732
R_17_sum,0.00088958594
D_86_max,0.0008890124
B_5_max,0.0008886796
B_22_min,0.00088862266
D_43_min,0.00088853587
B_7_min,0.00088807155
D_53_last,0.0008879463
D_145_mean,0.0008864759
D_128_max,0.00088610343
P_4_max,0.0008851237
B_27_sum,0.0008844463
R_17_min,0.0008838303
D_142_min,0.0008835925
D_41_max,0.0008834838
D_113_max,0.000883213
B_20_mean,0.00088293664
D_62_last,0.00088274124
D_117_1.0_mean,0.00088272616
R_5_mean,0.0008820229
D_65_min,0.0008800839
D_68_5.0_mean,0.00087998906
B_32_last,0.00087944634
S_12_max,0.0008794147
P_3_mean,0.00087941176
D_91_max,0.0008787355
S_9_sum,0.00087847095
D_92_min,0.00087693863
R_16_sum,0.00087678374
B_38_4.0_sum,0.0008748985
D_81_min,0.000874404
D_104_mean,0.00087408297
D_117_1.0_sum,0.0008738654
D_79_mean,0.0008720272
D_107_mean,0.00087185204
B_42_mean,0.0008714116
D_109_sum,0.00087059883
R_15_mean,0.0008695457
R_25_mean,0.00086779566
D_94_sum,0.0008673569
D_76_mean,0.0008672858
D_75_max,0.0008668806
D_112_min,0.0008659297
S_8_min,0.0008648453
D_79_last,0.0008645255
D_141_sum,0.0008626387
B_38_3.0_sum,0.00086163665
B_7_mean,0.0008615893
B_26_sum,0.0008610597
P_3_min,0.00086080347
D_109_min,0.0008604595
S_7_sum,0.00086034386
R_21_min,0.00085905223
D_70_last,0.000859035
R_8_min,0.000858127
D_143_last,0.00085757603
D_122_sum,0.0008558181
B_8_last,0.00085548614
R_8_max,0.00085395144
D_54_sum,0.0008536061
D_86_mean,0.00085193885
B_29_mean,0.00085119606
R_3_last,0.0008496991
D_80_max,0.0008486516
B_20_last,0.00084857404
S_12_mean,0.0008482007
B_16_sum,0.000847132
D_112_max,0.00084581686
S_19_min,0.00084578013
R_23_max,0.0008456892
D_132_mean,0.0008449773
B_11_max,0.0008445468
D_68_6.0_mean,0.00084435113
D_141_mean,0.000842854
R_7_max,0.00084209983
D_44_sum,0.00084161805
B_16_last,0.0008414273
R_1_sum,0.00084087515
B_15_last,0.0008406325
R_11_last,0.0008406301
D_51_min,0.0008403956
B_7_max,0.00083986577
D_102_last,0.0008397934
D_115_last,0.0008377245
B_12_sum,0.0008361654
B_11_min,0.00083592196
B_11_mean,0.00083511724
B_21_sum,0.00083461637
R_10_last,0.00083364575
D_69_sum,0.0008333723
R_1_min,0.00083289115
D_39_mean,0.0008322855
D_41_sum,0.0008308317
D_145_min,0.00083044707
D_94_mean,0.0008287959
D_93_sum,0.0008279393
R_28_max,0.0008276214
D_47_min,0.00082680857
B_9_mean,0.00082664075
D_140_sum,0.0008265062
D_62_sum,0.0008263558
R_17_last,0.0008245303
R_27_min,0.0008243005
D_70_min,0.00082335545
D_104_last,0.0008233083
S_26_last,0.0008220263
D_81_mean,0.0008216663
R_5_max,0.0008207066
D_136_mean,0.00082061364
D_129_mean,0.00081879826
D_78_min,0.00081854325
B_17_mean,0.00081801496
D_103_min,0.00081771665
S_20_last,0.0008172969
D_142_mean,0.00081669335
D_64_O_sum,0.0008163979
D_134_min,0.0008161981
B_1_min,0.00081517757
R_21_mean,0.00081501366
D_94_min,0.0008148998
R_7_mean,0.00081468985
B_33_min,0.00081358023
D_45_sum,0.00081345334
D_61_mean,0.00081271096
B_14_last,0.0008126903
D_89_min,0.00081176
S_24_mean,0.00081169634
B_14_sum,0.00080994837
D_105_min,0.0008092304
D_121_sum,0.00080878485
B_27_mean,0.00080745347
S_27_mean,0.00080700614
R_19_last,0.00080636365
S_23_sum,0.00080612674
B_41_min,0.00080607086
D_133_sum,0.00080497115
D_45_mean,0.00080483325
B_17_max,0.0008043758
S_24_max,0.000801479
D_119_mean,0.0008008562
D_117_4.0_sum,0.00080069806
D_137_last,0.00079993746
B_23_min,0.00079985126
D_83_mean,0.00079940667
D_72_min,0.00079919596
R_19_sum,0.00079827296
B_38_2.0_sum,0.0007979526
D_78_max,0.00079667947
B_13_sum,0.00079608464
D_48_max,0.0007956032
R_24_sum,0.00079476763
R_17_mean,0.000793508
R_8_last,0.00079349667
S_23_max,0.0007932833
S_5_last,0.0007929409
R_25_max,0.00079185533
R_6_min,0.00079118245
D_58_last,0.0007909665
D_65_mean,0.0007909035
D_69_last,0.00079079246
R_10_mean,0.00079066254
D_107_max,0.0007905916
B_16_max,0.0007903311
D_115_mean,0.0007898087
D_139_mean,0.0007882083
B_1_mean,0.00078770774
B_22_last,0.00078686175
B_36_last,0.00078671647
B_18_max,0.00078630925
S_11_last,0.0007848539
D_69_mean,0.0007843063
S_6_max,0.00078430114
D_74_sum,0.0007837823
R_22_sum,0.00078342704
R_18_max,0.0007830623
D_80_sum,0.000781434
D_144_min,0.00078128575
R_14_last,0.0007809694
S_17_mean,0.00077927613
D_55_max,0.00077920465
D_115_min,0.0007784734
D_107_last,0.00077840686
D_89_max,0.00077823707
D_47_last,0.00077783567
R_9_max,0.00077731215
R_16_last,0.0007772087
D_140_mean,0.00077713694
D_78_mean,0.0007769638
D_144_mean,0.0007761522
D_141_last,0.0007755691
R_15_min,0.00077502884
D_46_sum,0.0007733598
B_20_sum,0.0007728536
R_12_max,0.00077272474
R_26_max,0.0007715882
D_131_sum,0.0007714581
S_13_last,0.000771075
D_93_last,0.00077066466
B_6_max,0.00077056995
S_18_mean,0.0007696224
B_3_mean,0.00076846767
R_6_mean,0.0007665604
D_48_mean,0.0007662147
D_140_max,0.00076608954
D_130_last,0.00076327747
B_22_max,0.00076212274
S_22_min,0.0007619727
D_118_last,0.00076172873
S_8_last,0.00076111284
D_56_last,0.00076002296
D_74_last,0.0007600199
B_19_sum,0.00075811514
R_18_min,0.00075801555
D_109_max,0.0007578838
D_119_max,0.0007577106
D_124_min,0.00075744715
D_77_last,0.0007567038
D_65_sum,0.0007564483
S_19_mean,0.00075644697
B_2_min,0.0007563914
S_26_min,0.00075522024
S_27_sum,0.00075464306
S_7_mean,0.0007534799
R_8_mean,0.0007519685
D_133_last,0.0007518991
S_7_last,0.0007493989
D_131_min,0.00074878096
D_84_last,0.00074816326
S_27_last,0.000747116
R_6_last,0.0007431225
R_18_mean,0.0007428084
D_86_min,0.0007427497
D_94_max,0.0007424041
S_19_last,0.00074230635
D_106_last,0.0007420151
B_22_sum,0.0007415762
S_13_max,0.0007410258
D_127_min,0.00074087386
B_9_max,0.00074071356
B_38_7.0_mean,0.00073986995
D_141_min,0.00073784014
D_117_2.0_mean,0.0007374787
D_145_last,0.00073612464
D_96_last,0.00073590403
B_36_sum,0.0007354569
D_59_last,0.00073528
D_52_mean,0.00073510164
D_89_last,0.00073381054
B_27_max,0.0007332508
D_84_max,0.00073271326
D_122_last,0.0007324985
R_23_min,0.0007319743
S_3_min,0.00073185825
R_20_mean,0.0007316717
D_48_min,0.0007311277
D_128_sum,0.0007308395
R_18_last,0.00073033245
D_93_min,0.0007301987
D_86_last,0.0007298497
B_21_last,0.0007298411
R_2_mean,0.0007297087
D_120_1.0_sum,0.00072826503
R_19_max,0.0007277309
D_53_min,0.00072743197
R_13_mean,0.0007266962
S_13_mean,0.0007262063
P_3_max,0.00072592555
D_53_max,0.0007259088
R_10_min,0.00072590506
D_121_mean,0.0007256856
D_119_sum,0.0007240341
D_96_sum,0.0007226855
S_9_last,0.0007222232
S_24_sum,0.0007212567
D_51_mean,0.0007210219
B_2_mean,0.0007204974
D_130_sum,0.0007201758
S_5_max,0.0007190295
D_93_max,0.000718052
B_28_sum,0.00071784307
B_8_sum,0.00071608694
R_14_sum,0.0007159961
R_27_max,0.00071528304
S_20_max,0.000714935
R_22_mean,0.0007145732
R_9_sum,0.000712944
D_96_max,0.00071246224
D_127_max,0.00071187544
D_79_min,0.0007116981
B_15_sum,0.00071125187
R_14_min,0.00071011507
B_27_last,0.00070954085
S_20_min,0.0007061936
R_24_max,0.0007052691
R_11_mean,0.00070461247
S_6_min,0.0007023346
D_77_mean,0.00070095423
S_16_last,0.0006999005
R_19_mean,0.0006989166
D_72_last,0.0006983684
S_16_min,0.00069832185
D_46_min,0.0006978563
D_134_sum,0.00069680123
D_92_sum,0.0006947875
S_17_sum,0.0006947669
D_93_mean,0.0006946306
D_44_min,0.00069417065
R_20_max,0.00069354323
R_16_min,0.0006932545
D_59_min,0.0006924684
D_79_max,0.0006915457
P_4_mean,0.00069106295
R_14_mean,0.00069090014
R_3_min,0.00069085485
B_36_max,0.0006906516
D_133_max,0.0006882151
D_72_mean,0.00068662263
S_19_sum,0.0006853681
B_32_mean,0.00068491756
D_113_min,0.00068376365
R_22_max,0.00068331155
D_115_max,0.00068308535
D_134_max,0.00068304135
D_124_mean,0.00068254326
R_16_mean,0.0006821319
R_6_sum,0.00068185985
R_7_sum,0.00068177504
D_133_min,0.00068137306
D_82_last,0.00068011804
D_106_max,0.0006790615
S_17_min,0.0006779144
D_104_sum,0.00067587587
D_84_min,0.0006750371
D_119_last,0.00067462726
R_27_sum,0.0006744895
D_138_sum,0.0006736911
D_129_min,0.0006735511
D_139_max,0.0006725244
S_5_min,0.0006710103
B_32_sum,0.00067071035
D_143_max,0.00067052816
R_20_min,0.0006702171
R_26_mean,0.0006650344
D_128_min,0.0006641588
D_141_max,0.00066399906
R_10_max,0.0006638126
B_19_min,0.0006629908
D_106_sum,0.00066264963
R_20_last,0.00066252856
D_81_last,0.0006621602
D_140_min,0.0006612684
D_144_max,0.00066098594
D_116_1.0_mean,0.0006597519
D_118_sum,0.0006595597
R_27_last,0.0006580698
D_66_nan_sum,0.00065647776
D_113_last,0.00065623946
S_24_min,0.00065613864
D_74_mean,0.0006553525
D_107_sum,0.0006553277
S_16_max,0.00065346895
D_74_max,0.00065307965
D_131_mean,0.00065210793
B_41_last,0.0006512545
R_24_min,0.0006509127
R_12_sum,0.0006494834
D_126_0.0_sum,0.0006475453
D_68_3.0_mean,0.0006453851
D_68_2.0_mean,0.000644526
B_40_mean,0.0006444584
D_70_max,0.00064438593
D_109_last,0.00064404483
S_17_max,0.0006428712
B_8_mean,0.00064126
B_9_sum,0.0006407712
D_103_max,0.00063752016
B_23_max,0.00063560664
P_4_last,0.0006343967
D_117_5.0_sum,0.0006341744
D_144_sum,0.0006338364
B_28_max,0.0006324863
D_68_2.0_sum,0.0006320766
D_139_sum,0.00063127436
D_77_min,0.0006302612
S_5_sum,0.0006293019
D_122_max,0.00062875997
B_9_min,0.00062857673
B_19_last,0.0006283802
R_4_mean,0.0006274085
D_60_max,0.00062694337
R_23_last,0.0006252484
R_12_last,0.000624837
D_112_sum,0.0006235574
D_52_sum,0.0006235509
S_27_max,0.0006235045
B_16_min,0.00062251947
B_6_sum,0.0006222694
R_26_min,0.00062121166
D_103_sum,0.00061977055
D_46_max,0.0006178862
D_43_sum,0.0006158911
B_6_last,0.00061468105
R_9_mean,0.00061364396
D_96_min,0.0006119721
D_79_sum,0.000610612
R_21_last,0.0006041999
B_24_sum,0.00060275843
D_53_sum,0.0006021663
D_68_3.0_sum,0.00060210295
R_21_sum,0.00060018525
D_49_sum,0.0005984331
B_13_last,0.0005966165
D_86_sum,0.00059432484
B_29_min,0.0005921011
S_23_min,0.00058942486
R_22_min,0.00058932917
D_58_sum,0.00058709976
B_41_sum,0.00058675976
D_102_mean,0.00058653
D_83_last,0.00058179937
B_25_sum,0.000581329
D_145_max,0.00058082544
B_32_max,0.00058037246
D_89_sum,0.0005766349
R_10_sum,0.0005756364
S_6_mean,0.00057518174
D_144_last,0.00057443447
B_37_sum,0.000573316
B_19_mean,0.0005695286
R_13_last,0.0005692289
R_25_last,0.00056834146
S_25_mean,0.00056585536
D_68_5.0_sum,0.0005628737
D_102_sum,0.0005617601
D_83_max,0.0005611207
D_117_2.0_sum,0.00056041445
B_18_mean,0.00055876037
S_22_sum,0.0005587312
D_105_last,0.0005569772
S_11_sum,0.00055530155
S_26_mean,0.0005509623
R_2_min,0.000549364
S_22_last,0.0005485684
D_137_mean,0.00054555305
B_24_mean,0.000544913
D_113_sum,0.00054467766
R_28_sum,0.00054087397
S_23_last,0.0005405005
D_128_mean,0.0005398054
R_11_min,0.0005377572
B_10_mean,0.00053447986
B_38_5.0_sum,0.00053140044
S_25_min,0.00053049024
S_11_min,0.00052855525
D_64_U_sum,0.0005217815
B_5_mean,0.0005172414
B_20_min,0.00051712396
R_6_max,0.0005160968
P_3_sum,0.000512133
B_40_min,0.0005105138
R_17_max,0.00051046687
S_18_min,0.00051035633
D_135_last,0.00050995755
B_24_min,0.0005086922
D_123_min,0.0005082216
D_115_sum,0.00050810335
P_4_min,0.00050376897
D_64_R_sum,0.0005002082
D_109_mean,0.00049906195
D_126_1.0_mean,0.0004989246
R_24_last,0.0004942245
B_16_mean,0.0004920996
S_17_last,0.00049052556
B_36_min,0.00048603507
D_142_last,0.00047559792
D_48_sum,0.00046982832
B_12_max,0.00046768686
D_61_min,0.00046165567
B_7_sum,0.0004598221
R_28_mean,0.00045890448
D_124_last,0.00044736394
R_28_last,0.0004465056
D_56_min,0.00044590095
D_41_mean,0.00043675752
B_14_mean,0.0004254734
B_22_mean,0.00042121296
D_113_mean,0.00040460387
R_4_sum,0.00040054988
D_60_mean,0.0003986661
R_4_last,0.00039333472
D_45_last,0.00037145897
D_39_sum,0.0003586185
R_8_sum,0.00034911738
D_104_max,0.00033901597
D_60_min,0.0003154695
B_23_mean,0.00026040978
B_37_mean,0.00024018089
B_12_mean,0.00020179297
D_63_CO_sum,0.000197184
B_6_mean,9.924242e-05
D_121_max,7.414182e-05
D_116_1.0_sum,0.0
B_28_last,0.0
B_29_sum,0.0
D_116_nan_sum,0.0
D_117_3.0_sum,0.0
D_73_min,0.0
S_3_sum,0.0
D_73_sum,0.0
D_117_nan_sum,0.0
D_117_4.0_mean,0.0
D_117_nan_mean,0.0
D_116_nan_mean,0.0
D_122_mean,0.0
D_120_nan_sum,0.0
D_63_XZ_mean,0.0
D_68_nan_sum,0.0
D_68_6.0_sum,0.0
D_68_4.0_sum,0.0
D_68_1.0_mean,0.0
D_68_1.0_sum,0.0
R_11_max,0.0
D_66_1.0_mean,0.0
D_64_nan_mean,0.0
D_64_nan_sum,0.0
D_64_U_mean,0.0
D_64_R_mean,0.0
D_64_O_mean,0.0
D_63_XZ_sum,0.0
D_120_nan_mean,0.0
D_63_XM_mean,0.0
D_63_XM_sum,0.0
D_114_nan_sum,0.0
D_63_XL_mean,0.0
D_63_XL_sum,0.0
D_63_CR_mean,0.0
D_63_CR_sum,0.0
D_63_CO_mean,0.0
D_126_nan_mean,0.0
D_126_1.0_sum,0.0
D_126_0.0_mean,0.0
D_76_sum,0.0
D_114_nan_mean,0.0
B_31_min,0.0
D_114_1.0_mean,0.0
D_108_max,0.0
D_136_sum,0.0
D_49_min,0.0
D_135_sum,0.0
D_132_min,0.0
D_132_sum,0.0
R_26_sum,0.0
D_55_mean,0.0
D_108_mean,0.0
D_108_sum,0.0
D_108_min,0.0
B_42_last,0.0
B_42_max,0.0
B_42_min,0.0
B_42_sum,0.0
D_108_last,0.0
D_114_1.0_sum,0.0
D_110_mean,0.0
D_110_sum,0.0
D_110_min,0.0
D_110_last,0.0
D_111_mean,0.0
D_111_sum,0.0
D_111_max,0.0
D_111_last,0.0
B_39_mean,0.0
B_39_sum,0.0
B_39_min,0.0
B_39_last,0.0
D_52_max,0.0
B_40_sum,0.0
D_136_max,0.0
D_47_mean,0.0
D_138_max,0.0
B_19_max,0.0
B_38_nan_mean,0.0
B_38_nan_sum,0.0
B_38_7.0_sum,0.0
S_18_max,0.0
D_87_mean,0.0
D_87_sum,0.0
B_38_2.0_mean,0.0
D_87_min,0.0
B_30_nan_mean,0.0
B_30_nan_sum,0.0
B_30_2.0_mean,0.0
B_30_2.0_sum,0.0
B_30_1.0_mean,0.0
B_30_1.0_sum,0.0
D_87_max,0.0
D_87_last,0.0
D_145_sum,0.0
D_88_mean,0.0
D_88_sum,0.0
D_88_min,0.0
D_88_max,0.0
D_88_last,0.0
B_31_mean,0.0
B_31_sum,0.0
D_143_sum,0.0
D_142_sum,0.0
B_31_max,0.0
B_31_last,0.0
B_21_mean,0.0
D_68_nan_mean,0.0
